o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|Unnamed: 9
3079|100|O|148299.05|19970912|5-LOW|Clerk#000000505|0|lly ironic accounts|
3104|70|F|102693.61|19930916|3-MEDIUM|Clerk#000000871|0|ges boost-- regular accounts are furiousl|
3105|137|O|125396.8|19961113|4-NOT SPECIFIED|Clerk#000000772|0|s. blithely final ins|
3106|145|O|132494.97|19970112|3-MEDIUM|Clerk#000000729|0|its use slyly final theodolites; regular dolphins hang above t|
3107|26|O|107406.26|19970821|1-URGENT|Clerk#000000669|0|ously even deposits acr|
3108|85|F|63278.0|19930805|1-URGENT|Clerk#000000574|0|s packages haggle furiously am|
3109|124|F|216104.85|19930724|5-LOW|Clerk#000000936|0|bold requests sleep quickly according to the slyly final|
3110|88|F|115161.29|19941217|2-HIGH|Clerk#000000564|0|round the fluffy instructions. carefully silent packages cajol|
3111|133|O|154383.37|19950825|5-LOW|Clerk#000000922|0|slyly regular theodolites. furious deposits cajole deposits. ironic theodoli|
3136|23|F|145426.11|19940810|4-NOT SPECIFIED|Clerk#000000891|0|tructions sleep slyly. pending di|
3137|136|O|8958.65|19950726|3-MEDIUM|Clerk#000000063|0|ymptotes wake carefully above t|
3138|139|F|139579.18|19940209|4-NOT SPECIFIED|Clerk#000000650|0|e fluffily final theodolites. even dependencies wake along the quickly ir|
3139|17|F|40975.96|19920102|3-MEDIUM|Clerk#000000855|0|ounts against the ruthlessly unusual dolphins|
3140|145|F|54356.1|19920409|1-URGENT|Clerk#000000670|0|carefully ironic deposits use furiously. blith|
3141|26|O|115959.96|19951110|1-URGENT|Clerk#000000475|0|es. furiously bold instructions after the carefully final p|
3142|8|F|16030.15|19920628|3-MEDIUM|Clerk#000000043|0|usual accounts about the carefully special requests sleep slyly quickly regul|
3143|107|F|135647.68|19930217|1-URGENT|Clerk#000000519|0| are final, ironic accounts. ironic |
3168|136|F|69412.71|19920130|5-LOW|Clerk#000000352|0|s sleep slyly? ironic, furious instructions detect. quickly final i|
3169|19|F|126804.9|19931221|3-MEDIUM|Clerk#000000252|0| even pinto beans are blithely special, special multip|
3170|5|O|190142.17|19971109|1-URGENT|Clerk#000000288|0|requests. furiously bold|
3171|47|F|84405.78|19930406|5-LOW|Clerk#000000940|0|ar deposits. idly r|
3172|89|F|121360.83|19920603|4-NOT SPECIFIED|Clerk#000000771|0|es. slyly ironic packages x-ra|
3173|148|O|64892.73|19960810|5-LOW|Clerk#000000516|0|ial requests lose along t|
3174|127|O|92856.91|19951115|5-LOW|Clerk#000000663|0|rts. silent, regular pinto beans are blithely regular packages. furiousl|
3175|44|F|205282.63|19940715|5-LOW|Clerk#000000629|0| across the slyly even realms use carefully ironic deposits: sl|
3200|13|O|131103.31|19960207|1-URGENT|Clerk#000000020|0| regular dependencies impress evenly even excuses. blithely |
3201|97|F|90755.31|19930702|4-NOT SPECIFIED|Clerk#000000738|0|. busy, express instruction|
3202|88|F|50601.01|19921224|5-LOW|Clerk#000000067|0|fluffily express requests affix carefully around th|
3203|127|O|49357.72|19971105|2-HIGH|Clerk#000000493|0|e furiously silent warhorses. slyly silent deposits wake bli|
3204|10|F|41573.42|19921226|1-URGENT|Clerk#000000693|0|ess somas cajole slyly. pending accounts cajole|
3205|148|F|153637.79|19920411|5-LOW|Clerk#000000803|0|e furiously. quickly regular dinos about the final pinto be|
3206|122|O|64344.86|19960809|1-URGENT|Clerk#000000755|0|ntegrate furiously final, express |
3207|22|O|133038.59|19980216|1-URGENT|Clerk#000000695|0|uriously accounts. fluffily i|
3232|82|F|55619.01|19921009|1-URGENT|Clerk#000000314|0|yly final accounts. packages agains|
3233|140|F|54121.92|19941024|5-LOW|Clerk#000000470|0|ly ironic epitaphs use stealthy, express deposits. quickly regular instruct|
3234|14|O|147343.68|19960405|4-NOT SPECIFIED|Clerk#000000367|0|ents according to the dependencies will sleep after the blithely even p|
3235|46|O|104695.09|19951115|5-LOW|Clerk#000000349|0| quickly pinto beans. ironi|
3236|142|O|39470.39|19961106|4-NOT SPECIFIED|Clerk#000000553|0|ithely slyly pending req|
3237|19|F|10508.12|19920603|1-URGENT|Clerk#000000606|0|inal requests. slyly even foxes detect about the furiously exp|
3238|61|F|41375.69|19930221|5-LOW|Clerk#000000818|0|lly express deposits are. furiously unusual ideas wake carefully somas. instr|
3239|35|O|156802.8|19980112|4-NOT SPECIFIED|Clerk#000000619|0| cajole carefully along the furiously pending deposits. |
3264|94|O|162634.53|19961102|5-LOW|Clerk#000000244|0|carefully. express, bold|
3265|53|F|43315.15|19920627|1-URGENT|Clerk#000000265|0|re quickly quickly pe|
3266|4|P|68309.28|19950317|5-LOW|Clerk#000000545|0|refully ironic instructions. slyly final pi|
3267|112|O|33998.9|19970107|5-LOW|Clerk#000000484|0| the packages. regular decoys about the bold dependencies grow fi|
3268|142|F|36024.96|19940625|5-LOW|Clerk#000000746|0|y brave requests unwind furiously accordin|
3269|17|O|218697.85|19960301|3-MEDIUM|Clerk#000000378|0|ts. accounts wake carefully. carefully dogged accounts wake slyly slyly i|
3270|38|O|166669.86|19970528|1-URGENT|Clerk#000000375|0|uffily pending courts ca|
3271|34|F|86534.05|19920101|1-URGENT|Clerk#000000421|0|s. furiously regular requests|
3296|148|F|187553.35|19941019|3-MEDIUM|Clerk#000000991|0|as! carefully final requests wake. furiously even|
3297|139|F|9679.45|19921103|2-HIGH|Clerk#000000220|0| after the theodolites cajole carefully according to the finally|
3298|116|O|62716.67|19960417|5-LOW|Clerk#000000241|0|even accounts boost |
3299|91|F|42867.92|19931226|3-MEDIUM|Clerk#000000853|0|bold deposits. special instructions sleep care|
3300|118|O|27049.22|19950715|5-LOW|Clerk#000000198|0|ses. carefully unusual instructions must have to detect about the blithel|
3301|133|F|48497.09|19940904|4-NOT SPECIFIED|Clerk#000000325|0|ular gifts impress enticingly carefully express deposits; instructions boo|
3302|34|O|38330.42|19951114|2-HIGH|Clerk#000000367|0|eep blithely ironic requests. quickly even courts haggle slyly|
3303|145|O|97758.28|19971214|4-NOT SPECIFIED|Clerk#000000661|0|nto beans sleep furiously above the carefully ironic |
3328|7|F|139580.85|19921119|5-LOW|Clerk#000000384|0|ake among the express accounts? carefully ironic packages cajole never.|
3329|4|O|46107.7|19950703|2-HIGH|Clerk#000000236|0|old deposits. special accounts haggle furiousl|
3330|7|F|43255.19|19941219|1-URGENT|Clerk#000000124|0|kages use. carefully regular deposits cajole carefully about |
3331|91|F|65189.17|19930521|2-HIGH|Clerk#000000901|0|uffily carefully sly accounts. blithely unu|
3332|143|F|73739.06|19941105|1-URGENT|Clerk#000000840|0|ans detect carefully furiously final deposits: regular accoun|
3333|92|F|197973.22|19920916|4-NOT SPECIFIED|Clerk#000000157|0|ctions boost slyly quickly even accounts. deposits along|
3334|76|O|28930.68|19960218|5-LOW|Clerk#000000532|0|ounts maintain carefully. furiously close request|
3335|49|O|112603.34|19951015|3-MEDIUM|Clerk#000000694|0| deposits poach. ironic ideas about the carefully ironi|
3360|103|O|168750.48|19980123|5-LOW|Clerk#000000254|0| the deposits. fluffily bold requests cajole regula|
3361|49|F|75026.51|19920823|4-NOT SPECIFIED|Clerk#000000577|0|unts detect furiously instructions. slow deposi|
3362|140|O|183176.6|19950729|5-LOW|Clerk#000000011|0|the quickly pending deposits. silent, ev|
3363|52|O|91017.61|19950923|2-HIGH|Clerk#000000615|0|posits. ironic, final deposits are furiously slyly pending |
3364|46|O|108412.57|19970621|1-URGENT|Clerk#000000280|0|y even foxes? blithely stea|
3365|82|F|174634.12|19941109|2-HIGH|Clerk#000000126|0|he slyly regular foxes nag about the accounts. fluffily |
3366|52|O|13603.08|19970518|1-URGENT|Clerk#000000160|0| pinto beans upon the quickly expres|
3367|73|F|101339.68|19921231|4-NOT SPECIFIED|Clerk#000000029|0|efully blithely ironic pinto beans. carefully close |
3392|74|O|96057.42|19951028|1-URGENT|Clerk#000000325|0|es thrash blithely depths. bold multipliers wake f|
3393|98|O|183104.71|19950704|2-HIGH|Clerk#000000076|0|even requests. excuses are carefully deposits. fluf|
3394|149|O|162165.94|19960505|4-NOT SPECIFIED|Clerk#000000105|0| blithely among the attainments. carefully final accounts nag blit|
3395|149|F|141486.77|19941030|4-NOT SPECIFIED|Clerk#000000682|0|ideas haggle beside the ev|
3396|149|F|196443.16|19940521|3-MEDIUM|Clerk#000000868|0|uffily regular platelet|
3397|130|F|80084.61|19940623|3-MEDIUM|Clerk#000000048|0|yly. final deposits wake f|
3398|67|O|1147.42|19960923|1-URGENT|Clerk#000000818|0|uthless, special courts atop the unusual accounts grow fur|
3399|122|P|56938.16|19950228|4-NOT SPECIFIED|Clerk#000000575|0|the carefully sly accounts. regular, pending theodolites wa|
3424|103|O|42410.57|19960821|1-URGENT|Clerk#000000190|0|ven requests are quickly pending accounts. blithely furious requests |
3425|115|O|157040.57|19960331|4-NOT SPECIFIED|Clerk#000000188|0|ions. deposits nag blithely alongside of the carefully f|
3426|53|O|91929.93|19961016|3-MEDIUM|Clerk#000000283|0|alongside of the slyly|
3427|4|O|133451.14|19970529|4-NOT SPECIFIED|Clerk#000000404|0|y final pinto beans snooze fluffily bold asymptot|
3428|10|O|88047.04|19960407|5-LOW|Clerk#000000953|0|lar excuses. slyly pending ideas detect p|
3429|146|O|141902.54|19970106|4-NOT SPECIFIED|Clerk#000000737|0|l deposits cajole furiously enticing deposits. blithe packages haggle careful|
3430|113|F|161066.22|19941212|4-NOT SPECIFIED|Clerk#000000664|0| regular attainments are at the final foxes. final packages along the blithe|
3431|47|F|45536.27|19930822|1-URGENT|Clerk#000000439|0| sleep. slyly busy Tiresias a|
3456|46|F|32796.35|19930601|5-LOW|Clerk#000000924|0|es promise slyly. ironicall|
3457|25|P|174223.2|19950427|4-NOT SPECIFIED|Clerk#000000849|0|ely thin asymptotes. deposits kindle. pending|
3458|95|F|153069.14|19941222|2-HIGH|Clerk#000000392|0|rges snooze. slyly unusua|
3459|119|F|127134.05|19940728|4-NOT SPECIFIED|Clerk#000000777|0|n instructions? carefully regular excuses are blithely. silent, ironi|
3460|82|O|245976.74|19951003|2-HIGH|Clerk#000000078|0|ans integrate carefu|
3461|100|F|190960.69|19930131|1-URGENT|Clerk#000000504|0|al, bold deposits cajole fluffily fluffily final foxes. pending ideas beli|
3462|133|O|63590.17|19970517|3-MEDIUM|Clerk#000000657|0|uriously express asympto|
3463|89|F|85255.56|19930818|1-URGENT|Clerk#000000545|0|ding to the carefully ironic deposits|
3488|148|F|92716.17|19950108|3-MEDIUM|Clerk#000000694|0|cording to the carefully regular deposits. re|
3489|109|F|62453.97|19930729|3-MEDIUM|Clerk#000000307|0|s detect. carefully even platelets across the fur|
3490|91|O|100106.96|19970526|5-LOW|Clerk#000000703|0|gular ideas. furiously silent deposits across the unusual accounts boost i|
3491|83|O|50287.06|19980624|1-URGENT|Clerk#000000560|0|nic orbits believe carefully across the |
3492|103|F|168721.45|19941124|5-LOW|Clerk#000000066|0|packages along the regular foxes lose final dependencie|
3493|82|F|41686.1|19930824|2-HIGH|Clerk#000000887|0|lyly special accounts use blithely across the furiously sil|
3494|49|F|136058.7|19930404|5-LOW|Clerk#000000559|0|r instructions haggle. accounts cajole. carefully final requests at the |
3495|31|O|58666.79|19960226|2-HIGH|Clerk#000000441|0|nticing excuses are carefully|
3520|125|O|151233.65|19970804|1-URGENT|Clerk#000000023|0|hely. ideas nag; even, even fo|
3521|7|F|142029.67|19921026|5-LOW|Clerk#000000812|0|y even instructions cajole carefully above the bli|
3522|26|F|151515.08|19940926|5-LOW|Clerk#000000250|0|deposits-- slyly stealthy requests boost caref|
3523|149|O|129657.08|19980407|2-HIGH|Clerk#000000688|0|are on the carefully even depe|
3524|94|F|22767.49|19920503|2-HIGH|Clerk#000000607|0|efully unusual tithes among the foxes use blithely daringly bold deposits. re|
3525|109|O|100749.6|19951222|4-NOT SPECIFIED|Clerk#000000084|0|s nag among the blithely e|
3526|56|F|53827.34|19950316|5-LOW|Clerk#000000364|0|to the quickly special deposits print agai|
3527|56|O|145232.09|19970621|5-LOW|Clerk#000000874|0|regular ideas across the quickly bold theodo|
3552|35|O|103656.44|19970423|2-HIGH|Clerk#000000973|0| the ironic packages. furiously |
3553|91|F|119838.14|19940518|3-MEDIUM|Clerk#000000270|0|counts mold furiously. slyly i|
3554|44|O|98335.61|19950617|5-LOW|Clerk#000000931|0|hely ironic requests haggl|
3555|46|O|134442.37|19960707|5-LOW|Clerk#000000585|0|s nag carefully regular, even pinto be|
3556|16|F|114681.55|19920923|4-NOT SPECIFIED|Clerk#000000140|0|e. dependencies need to haggle alongs|
3557|121|F|85477.89|19921109|2-HIGH|Clerk#000000291|0|ithely courts. furi|
3558|28|O|112912.0|19960229|1-URGENT|Clerk#000000841|0|around the furiously even requests. quickl|
3559|106|F|30722.49|19921024|3-MEDIUM|Clerk#000000634|0|sly deposits. fluffily final ideas cajole careful|
3584|13|O|80487.97|19970811|1-URGENT|Clerk#000000760|0|fully bold packages. fluffily final braids haggle final, ironic dolphins. b|
3585|139|F|159015.39|19941123|2-HIGH|Clerk#000000988|0|regular asymptotes. bold pains above the carefully pending asymptot|
3586|121|F|112845.04|19931205|2-HIGH|Clerk#000000438|0|he quickly final courts. carefully regular requests nag unusua|
3587|79|O|174798.97|19960510|4-NOT SPECIFIED|Clerk#000000443|0|ular patterns detect |
3588|119|F|207925.83|19950319|4-NOT SPECIFIED|Clerk#000000316|0|ong the pains. evenly unusual |
3589|31|F|39103.37|19940526|2-HIGH|Clerk#000000023|0|ithe deposits nag furiously. furiously pending packages sleep f|
3590|149|P|218482.7|19950513|5-LOW|Clerk#000000986|0|lyly final deposits.|
3591|136|F|98140.86|19931208|3-MEDIUM|Clerk#000000144|0|ual foxes haggle! unusual request|
3616|128|F|60933.29|19940216|4-NOT SPECIFIED|Clerk#000000268|0|uickly about the quickly final requests. fluffily final packages wake evenly|
3617|40|O|126205.42|19960319|3-MEDIUM|Clerk#000000886|0|the carefully regular platelets ha|
3618|10|O|136954.81|19971213|3-MEDIUM|Clerk#000000894|0|. ideas run carefully. thin, pending |
3619|149|O|222274.54|19961120|2-HIGH|Clerk#000000211|0|uests mold after the blithely ironic excuses. slyly pending pa|
3620|44|O|59291.75|19970307|5-LOW|Clerk#000000124|0|le quickly against the epitaphs. requests sleep slyly according to the|
3621|142|F|106150.05|19930506|3-MEDIUM|Clerk#000000643|0|kly unusual deposits. qu|
3622|91|O|109202.9|19951127|5-LOW|Clerk#000000012|0|c deposits are fluffily about the blithely final theo|
3623|4|O|175017.68|19961226|1-URGENT|Clerk#000000184|0|- ironic excuses boost quickly in place |
3648|125|F|180417.11|19930617|5-LOW|Clerk#000000717|0|foxes. unusual deposits boost quickly. slyly regular asymptotes across t|
3649|40|F|124470.32|19940706|5-LOW|Clerk#000000349|0|taphs boost above the final p|
3650|46|F|189547.57|19920528|4-NOT SPECIFIED|Clerk#000000454|0|kages sleep fluffily slyly|
3651|100|O|113191.45|19980427|1-URGENT|Clerk#000000222|0|ly unusual deposits thrash quickly after the ideas.|
3652|107|O|107732.23|19970225|4-NOT SPECIFIED|Clerk#000000024|0|sly even requests after the |
3653|40|F|142866.39|19940327|1-URGENT|Clerk#000000402|0| pearls. bold accounts are along the ironic,|
3654|7|F|222653.54|19920603|5-LOW|Clerk#000000475|0|s cajole slyly carefully special theodolites. even deposits haggl|
3655|49|F|74882.22|19921006|1-URGENT|Clerk#000000815|0|er the carefully unusual deposits sleep quickly according to|
3680|127|F|124402.59|19921210|4-NOT SPECIFIED|Clerk#000000793|0|ular platelets. carefully regular packages cajole blithely al|
3681|52|F|36889.65|19920404|1-URGENT|Clerk#000000566|0|. ironic deposits against the ironic, regular frets use pending plat|
3682|32|O|67525.43|19970122|2-HIGH|Clerk#000000001|0|es haggle carefully. decoys nag |
3683|88|F|99960.46|19930304|2-HIGH|Clerk#000000248|0|ze across the express foxes. carefully special acco|
3684|23|F|89509.91|19930720|2-HIGH|Clerk#000000835|0|bold accounts affix along the carefully ironic requ|
3685|16|F|154958.89|19920117|3-MEDIUM|Clerk#000000954|0| sleep fluffily special ide|
3686|40|O|82190.77|19980707|2-HIGH|Clerk#000000175|0|s. furiously final pinto beans poach carefully among |
3687|43|F|99851.38|19930203|1-URGENT|Clerk#000000585|0|gular accounts. slyly regular instructions can are final ide|
3712|64|F|127527.05|19920102|2-HIGH|Clerk#000000032|0| promise according |
3713|149|O|215342.63|19980507|3-MEDIUM|Clerk#000000325|0|s haggle quickly. ironic, regular Tiresi|
3714|40|O|84493.55|19980501|3-MEDIUM|Clerk#000000595|0|nding accounts. ironic pinto beans wake slyly. furiously pendin|
3715|65|O|64000.93|19960318|1-URGENT|Clerk#000000463|0| always silent requests wake pinto beans. slyly pending foxes are aga|
3716|43|O|146221.66|19970819|4-NOT SPECIFIED|Clerk#000000748|0| pending ideas haggle. ironic,|
3717|28|O|176525.53|19980603|4-NOT SPECIFIED|Clerk#000000974|0|t the carefully even ideas use sp|
3718|31|O|63195.54|19961023|2-HIGH|Clerk#000000016|0|refully. furiously final packages use carefully slyly pending deposits! final,|
3719|118|O|139902.71|19970216|2-HIGH|Clerk#000000034|0|, enticing accounts are blithely among the daringly final asymptotes. furious|
3744|65|F|33085.68|19920110|3-MEDIUM|Clerk#000000765|0|osits sublate about the regular requests. fluffily unusual accou|
3745|112|F|19405.73|19930929|5-LOW|Clerk#000000181|0|ckages poach slyly against the foxes. slyly ironic instructi|
3746|74|F|80018.54|19940911|4-NOT SPECIFIED|Clerk#000000188|0|. express, special requests nag quic|
3747|149|O|204355.65|19960820|1-URGENT|Clerk#000000226|0|refully across the final theodolites. carefully bold accounts cajol|
3748|53|O|83804.38|19980228|1-URGENT|Clerk#000000156|0|slyly special packages|
3749|38|P|87073.89|19950224|3-MEDIUM|Clerk#000000639|0|y regular instructions haggle blithel|
3750|97|P|177181.67|19950430|3-MEDIUM|Clerk#000000885|0|y. express, even packages wake after the ide|
3751|10|F|202917.72|19940427|4-NOT SPECIFIED|Clerk#000000925|0|sheaves. express, unusual t|
3776|85|F|150349.92|19921120|2-HIGH|Clerk#000000698|0|efully even platelets slee|
3777|28|F|82467.29|19940408|3-MEDIUM|Clerk#000000941|0| regular, special dolphins cajole enticingly ca|
3778|106|F|221036.31|19930526|1-URGENT|Clerk#000000187|0| above the express requests. packages maintain fluffily according to|
3779|74|O|31538.94|19970105|4-NOT SPECIFIED|Clerk#000000670|0| against the deposits. quickly bold instructions x-ray. pending fox|
3780|41|O|65385.42|19960413|5-LOW|Clerk#000000967|0| around the brave, pendin|
3781|139|O|133864.82|19960620|1-URGENT|Clerk#000000394|0|yly after the ruthless packages. pinto beans use slyly: never ironic dependenc|
3782|65|O|145096.17|19960824|1-URGENT|Clerk#000000121|0|counts are. pending, regular asym|
3783|44|F|155017.92|19931206|4-NOT SPECIFIED|Clerk#000000614|0| along the pinto beans. special packages use. regular theo|
3808|79|F|228054.01|19940424|1-URGENT|Clerk#000000717|0|odolites. blithely ironic cour|
3809|148|O|143070.7|19960501|5-LOW|Clerk#000000646|0| regular excuses. even theodolites are fluffily according to t|
3810|100|F|124675.27|19920917|1-URGENT|Clerk#000000660|0|ters sleep across the carefully final |
3811|80|O|154967.89|19980416|3-MEDIUM|Clerk#000000290|0|sits wake slyly abo|
3812|41|O|70502.52|19960813|3-MEDIUM|Clerk#000000727|0|al, final requests cajole|
3813|146|O|77247.05|19980629|1-URGENT|Clerk#000000531|0|g the furiously regular instructions|
3814|118|P|149451.88|19950222|5-LOW|Clerk#000000669|0| the furiously pending theodo|
3815|104|O|14275.01|19970826|1-URGENT|Clerk#000000249|0|es snooze carefully stealth|
3840|100|O|187156.38|19980717|4-NOT SPECIFIED|Clerk#000000713|0|yly slow theodolites. enticingly |
3841|58|F|129033.13|19941005|4-NOT SPECIFIED|Clerk#000000018|0| bold requests sleep quickly ironic packages. sometimes regular deposits nag |
3842|28|F|131447.03|19920409|5-LOW|Clerk#000000418|0|silent ideas. final deposits use furiously. blithely express excuses cajole fu|
3843|10|O|34035.17|19970104|4-NOT SPECIFIED|Clerk#000000693|0|eodolites; slyly unusual accounts nag boldly |
3844|79|F|6793.45|19941229|1-URGENT|Clerk#000000686|0|r dolphins. slyly ironic theodolites ag|
3845|89|F|134333.33|19920426|1-URGENT|Clerk#000000404|0|es among the pending, regular accounts sleep blithely blithely even de|
3846|49|O|123120.06|19980205|2-HIGH|Clerk#000000877|0|y alongside of the slyl|
3847|34|F|7014.31|19930312|5-LOW|Clerk#000000338|0|uriously even deposits. furiously pe|
3872|134|O|198538.68|19960906|5-LOW|Clerk#000000943|0|counts boost slyly against the ironic platelets-- blithely p|
3873|55|O|95291.79|19980330|4-NOT SPECIFIED|Clerk#000000791|0|express deposits-- even ideas |
3874|119|F|66455.34|19930609|3-MEDIUM|Clerk#000000208|0|ular asymptotes sleep blithely ironic ideas. blithel|
3875|118|O|74483.95|19970910|1-URGENT|Clerk#000000587|0| solve among the fluffily even |
3876|29|O|95126.32|19960802|5-LOW|Clerk#000000708|0|into beans. blithely|
3877|17|F|178492.01|19930521|5-LOW|Clerk#000000652|0|foxes. thinly bold reques|
3878|88|O|59989.66|19970323|1-URGENT|Clerk#000000314|0|e carefully regular platelets. special, express dependencies slee|
3879|142|O|80274.22|19951123|1-URGENT|Clerk#000000231|0|sts along the quickly ironic sentiments cajole carefully according to t|
3904|149|O|39338.44|19971115|4-NOT SPECIFIED|Clerk#000000883|0|sits haggle furiously across the requests. theodolites ha|
3905|22|F|56227.04|19931221|4-NOT SPECIFIED|Clerk#000000573|0|usly even accounts lose quietly above the slyly express p|
3906|46|F|145630.76|19920528|3-MEDIUM|Clerk#000000867|0|ironic theodolites haggle blithely above the final re|
3907|67|F|240457.56|19920819|3-MEDIUM|Clerk#000000084|0|gular pinto beans sleep f|
3908|43|F|57127.71|19930309|3-MEDIUM|Clerk#000000490|0|ounts cajole. regularly|
3909|22|O|82746.74|19980727|1-URGENT|Clerk#000000980|0|nic, special theodolites sleep furiously! furiously |
3910|64|O|47272.67|19960826|3-MEDIUM|Clerk#000000270|0|ickly. furiously final packag|
3911|10|P|35019.95|19950317|4-NOT SPECIFIED|Clerk#000000818|0|he fluffily final forges haggle slyly according to the blithely|
3936|32|O|168618.39|19961107|2-HIGH|Clerk#000000200|0|iously express packages engage slyly fina|
3937|94|O|187516.29|19971130|4-NOT SPECIFIED|Clerk#000000189|0|ckages boost carefully blithely q|
3938|31|F|46918.22|19930303|1-URGENT|Clerk#000000199|0|. unusual, final foxes haggle|
3939|70|O|8720.45|19960111|5-LOW|Clerk#000000647|0|ly ruthlessly silent requests. blithely regular requests haggle blithely wh|
3940|149|O|129012.84|19960214|5-LOW|Clerk#000000363|0|e above the ideas. quickly even dependencies along the blithely ir|
3941|136|O|95453.8|19960829|2-HIGH|Clerk#000000503|0|gular theodolites integrate quickly |
3942|76|F|38596.81|19930628|4-NOT SPECIFIED|Clerk#000000608|0|eas cajole bold requests. idly silent instructions |
3943|40|O|60314.97|19961009|5-LOW|Clerk#000000482|0|se alongside of the final pinto beans. regular packages boost across the ca|
3968|25|O|121704.45|19970217|4-NOT SPECIFIED|Clerk#000000431|0| the slyly special accounts; |
3969|52|O|169797.4|19970514|2-HIGH|Clerk#000000731|0|uriously final dependencies slee|
3970|76|F|163709.85|19920327|3-MEDIUM|Clerk#000000190|0|luffily furiously regular deposits. blithely special requests cajole blithely|
3971|104|O|47925.47|19960628|5-LOW|Clerk#000000287|0|alongside of the instructions ought to are |
3972|124|F|1861.19|19940421|3-MEDIUM|Clerk#000000049|0|y regular requests haggle quickly. pending, express acco|
3973|103|F|91541.48|19920324|4-NOT SPECIFIED|Clerk#000000114|0|somas according to the quickly even instructions wake fu|
3974|94|O|56779.06|19960305|4-NOT SPECIFIED|Clerk#000000938|0|deposits are furiously beneath the bl|
3975|118|O|37804.43|19950411|3-MEDIUM|Clerk#000000016|0|ts. regular, regular Tiresias play furiously. ironi|
4000|70|F|84053.93|19920104|5-LOW|Clerk#000000339|0|le carefully closely even pinto beans. regular, ironic foxes against the|
4001|115|O|95929.46|19970515|3-MEDIUM|Clerk#000000878|0|detect. asymptotes sleep furio|
4002|104|O|76518.11|19970408|5-LOW|Clerk#000000097|0| regular braids are. furiously even patterns agains|
4003|112|F|17603.01|19930127|1-URGENT|Clerk#000000177|0| blithe theodolites are slyly. slyly silent accounts toward|
4004|70|F|220715.14|19930507|3-MEDIUM|Clerk#000000273|0|accounts among the blithely regular sentiments |
4005|140|O|129062.13|19961120|2-HIGH|Clerk#000000341|0|ily according to the slyly iron|
4006|35|F|70557.05|19950104|3-MEDIUM|Clerk#000000765|0|ly ironic packages integrate. regular requests alongside of |
4007|8|F|116193.97|19930618|2-HIGH|Clerk#000000623|0|ecial packages. slyly regular accounts integrate |
4032|10|O|62497.51|19980226|3-MEDIUM|Clerk#000000686|0|iresias sleep slyly regular ideas. quickly unusual|
4033|83|F|57740.74|19930602|5-LOW|Clerk#000000181|0|ously bold instructions haggle furiously above the fluf|
4034|94|F|186912.51|19931114|4-NOT SPECIFIED|Clerk#000000548|0|ts x-ray. express requests affix fluffily regular theodolites. pending, fina|
4035|118|F|22840.21|19920219|5-LOW|Clerk#000000097|0|he ironic deposits sleep blith|
4036|47|O|82563.1|19970426|3-MEDIUM|Clerk#000000398|0|ly express deposits nag slyly. ironic, final asymptotes boost bra|
4037|121|F|36389.43|19930324|2-HIGH|Clerk#000000384|0|t carefully above the unusual the|
4038|94|O|155045.39|19960106|1-URGENT|Clerk#000000272|0|re slyly. silent requests wake quickly. regular packages play quickly |
4039|29|O|143753.01|19971116|1-URGENT|Clerk#000000358|0|ly ironic deposits. ironic reques|
4064|130|O|148500.71|19961010|4-NOT SPECIFIED|Clerk#000000598|0|ccounts. furiously unusual theodolites wake carefully about|
4065|80|F|156345.64|19940609|1-URGENT|Clerk#000000131|0|even foxes! slyly final deposits agai|
4066|32|O|176911.21|19970127|4-NOT SPECIFIED|Clerk#000000286|0|yly ironic dinos. quickly regular accounts haggle. requests wa|
4067|16|F|136517.34|19921007|2-HIGH|Clerk#000000027|0|tes boost furiously quick asymptotes. final deposits of the dolphins solv|
4068|125|O|71852.67|19960918|3-MEDIUM|Clerk#000000203|0|lly even accounts wake furiously across the unusual platelets. unusu|
4069|73|F|198816.13|19920513|3-MEDIUM|Clerk#000000359|0|deposits: slyly bold ideas detect furiously. f|
4070|29|O|98275.37|19950612|2-HIGH|Clerk#000000713|0|xpress ideas poach ab|
4071|148|O|67789.42|19960915|4-NOT SPECIFIED|Clerk#000000486|0|nal deposits. pending deposits d|
4096|139|F|81089.61|19920703|4-NOT SPECIFIED|Clerk#000000706|0|sits. quickly thin deposits x-ray blith|
4097|10|O|134308.04|19960524|1-URGENT|Clerk#000000475|0|ickly under the even accounts. even packages after the furiously express|
4098|23|O|48478.54|19961105|4-NOT SPECIFIED|Clerk#000000491|0|otes. quickly final requests after the stealthily ironic pinto bean|
4099|17|F|207364.8|19920821|1-URGENT|Clerk#000000379|0|r platelets. slyly regular requests cajole carefully against the|
4100|4|O|3892.77|19960312|3-MEDIUM|Clerk#000000429|0|posits. carefully unusual packages use pending deposits. regular she|
4101|142|F|21640.1|19931122|4-NOT SPECIFIED|Clerk#000000704|0|y around the express, careful epitaphs. accounts use fluffily. quickly p|
4102|22|O|128786.57|19960317|1-URGENT|Clerk#000000675|0|nding dependencies was slyly about the bl|
4103|106|F|38164.23|19920703|5-LOW|Clerk#000000679|0|fully ironic dependencies.|
4128|139|O|5472.17|19951007|4-NOT SPECIFIED|Clerk#000000635|0|ctions. dependencies from the slyly regular accounts nag slyly fu|
